bigram	score	is-math-concept
subgroup g	30.56	0
certain axiom	30.56	0
proper ideal	30.56	0
processor chip	30.56	0
bit processor	30.56	0
polynomial multiplication	30.56	0
similar manner	30.56	0
long division	30.56	0
low degree	30.56	1
arbitrary polynomial	30.56	0
nontrivial ideal	30.56	0
short essay	30.56	0
long paragraph	30.56	1
cube root	30.56	0
natural way	30.56	0
rational expression	30.56	1
= ax	30.56	0
c d	30.56	0
direct consequence	30.56	0
low bound	30.56	0
theoretic inclusion	30.56	0
same letter	30.56	0
+ b	30.56	0
boolean polynomial	30.56	0
vector u	30.56	1
= v	30.56	0
+ nvn	30.56	0
more unknown	30.56	0
space isomorphism	30.56	0
subspace v	30.56	0
dual basis	30.56	0
large field	30.56	0
ideal p(x	30.56	0
arbitrary angle	30.56	1
x1 =	30.56	0
+ c	30.56	0
third case	30.56	0
angle formula	30.56	1
many application	30.56	0
general result	30.56	0
ideal c	30.56	0
error correction	30.56	0
degree n.	30.56	1
e e	30.56	0
complex conjugation	30.56	1
title page	30.56	0
verbatim copying	30.56	0
opaque copy	30.56	0
other class	30.56	0
immediate feedback	30.56	0
correct number	30.56	1
many pair	30.56	0
set element	30.56	0
particular function	30.56	1
particular type	30.56	0
logical symbol	30.56	1
single statement	30.56	0
valid argument	30.56	0
different shape	30.56	0
propositional variable	30.56	0
ordinary language	30.56	0
false statement	30.56	0
true implication	30.56	0
7624th digit	30.56	0
other relationship	30.56	0
standard example	30.56	0
black card	30.56	0
more double	30.56	0
other player	30.56	0
most property	30.56	0
double negation	30.56	0
predicate logic	30.56	1
only row	30.56	1
mathematical concept	30.56	0
above proof	30.56	1
only solution	30.56	0
outer corner	30.56	0
particular problem	30.56	0
distinct set	30.56	0
same birth	30.56	0
birth month	30.56	0
such graph	30.56	1
previous paragraph	30.56	1
nice thing	30.56	0
increasing order	30.56	0
first graph	30.56	1
precise definition	30.56	0
single edge	30.56	0
different graph	30.56	1
minimal criminal	30.56	0
more edge	30.56	0
simple way	30.56	0
minimum spanning	30.56	0
leaf vertex	30.56	0
previous part	30.56	0
new vertex	30.56	0
criminal argument	30.56	0
such polyhedron	30.56	0
last face	30.56	0
graph representation	30.56	1
single row	30.56	1
reducible configuration	30.56	0
same frequency	30.56	0
clique number	30.56	1
adjacent edge	30.56	0
least number	30.56	1
interesting way	30.56	0
different set	30.56	0
perfect matching	30.56	0
card value	30.56	1
marriage arrangement	30.56	0
many anagram	30.56	0
many row	30.56	1
rook path	30.56	0
binary digit	30.56	0
-element subset	30.56	0
different pizza	30.56	0
many step	30.56	0
many bit	30.56	0
novelty sock	30.56	0
original set	30.56	0
outcome set	30.56	0
many sequence	30.56	0
compound event	30.56	0
possible pizza	30.56	0
even sum	30.56	1
short lattice	30.56	0
algebraic formula	30.56	1
many outcome	30.56	0
magic wand	30.56	0
additive principle	30.56	0
possible stack	30.56	0
last letter	30.56	0
point guard	30.56	0
lottery game	30.56	0
second kid	30.56	0
first cookie	30.56	0
third kid	30.56	0
useful way	30.56	0
many book	30.56	0
algebraic proof	30.56	1
length bit	30.56	0
first way	30.56	0
case letter	30.56	0
% chance	30.56	0
same space	30.56	0
complementary probability	30.56	0
complementary event	30.56	0
more cookie	30.56	0
more element	30.56	0
many counting	30.56	0
particular item	30.56	0
same range	30.56	0
different animal	30.56	0
third pillar	30.56	0
large disk	30.56	0
main way	30.56	0
first day	30.56	0
previous day	30.56	0
same recurrence	30.56	0
+ 2)(+	30.56	0
def a(n	30.56	0
th figure	30.56	0
successive term	30.56	1
growth rate	30.56	1
relation =	30.56	0
many skittle	30.56	0
consecutive term	30.56	1
same sequence	30.56	0
th sequence	30.56	0
polynomial fitting	30.56	0
geometric sum	30.56	1
other value	30.56	1
more term	30.56	1
+1 +	30.56	0
more follower	30.56	0
induction argument	30.56	0
many break	30.56	0
more break(s	30.56	0
more break	30.56	0
small square	30.56	0
magic chocolate	30.56	0
recursive description	30.56	0
sequence increase	30.56	0
finite subset	30.56	0
complete inverse	30.56	0
general case	30.56	0
geometric series	30.56	1
fraction decomposition	30.56	0
same amount	30.56	0
linear diophantine	30.56	1
third graph	30.56	1
singleton set	30.56	0
other possibility	30.56	0
further reading	30.56	0
stable population	30.56	0
a1,nxn =	30.56	0
linear elimination	30.56	1
system solution	30.56	0
reduction operation	30.56	0
nonzero coecient	30.56	1
inconsistent system	30.56	0
rst system	30.56	0
+ y	30.56	0
3z =	30.56	0
rst number	30.56	1
same solution	30.56	0
roman letter	30.56	0
top line	30.56	0
u r	30.56	0
vector operation	30.56	1
3z +	30.56	0
+ 2b	30.56	0
th entry	30.56	0
innite solution	30.56	0
element solution	30.56	0
solution p	30.56	0
homogeneous equation	30.56	1
3z 2w	30.56	0
second point	30.56	0
right hand	30.56	0
low equation	30.56	1
rst way	30.56	0
single vector	30.56	1
dierent place	30.56	0
free vector	30.56	1
b2 a2	30.56	0
displacement relative	30.56	0
direction vector	30.56	1
plane subset	30.56	0
unit cube	30.56	0
sucient condition	30.56	0
j condition	30.56	0
many operation	30.56	0
same entry	30.56	0
th column	30.56	1
truck driver	30.56	0
large system	30.56	0
steel input	30.56	0
total drop	30.56	0
auto system	30.56	0
for(row_below =	30.56	1
= row+1	30.56	1
for(col =	30.56	0
+ operation	30.56	0
small change	30.56	0
signicant digit	30.56	0
good entry	30.56	0
conditioning number	30.56	1
electrical network	30.56	0
rst fact	30.56	0
voltage rise	30.56	0
right branch	30.56	0
equivalent resistance	30.56	0
scalar r	30.56	0
closure condition	30.56	0
b sin	30.56	0
vector multiplication	30.56	1
second item	30.56	0
primary object	30.56	0
whole space	30.56	0
other kind	30.56	0
magic carpet	30.56	0
second sense	30.56	0
nontrivial linear	30.56	1
cn+1 =	30.56	0
independent superset	30.56	0
rst item	30.56	0
trivial intersection	30.56	0
many basis	30.56	0
basis d	30.56	0
dimensional subspace	30.56	0
= w1	30.56	0
subspace w1	30.56	0
complementary subspace	30.56	0
sum v	30.56	1
antisymmetric matrix	30.56	1
number c	30.56	1
table salt	30.56	0
rst basis	30.56	0
group preference	30.56	0
rst part	30.56	0
cyclic part	30.56	0
total cycle	30.56	0
unit system	30.56	0
formula l0m0	30.56	1
classic example	30.56	0
dimensional analysis	30.56	1
above equation	30.56	1
rst map	30.56	1
+ c)x	30.56	0
shift map	30.56	1
function f1	30.56	1
c2 v2	30.56	0
= v1	30.56	0
domain space	30.56	0
preservation property	30.56	0
matrix transpose	30.56	1
| h(v	30.56	0
plane vector	30.56	1
dimensional domain	30.56	0
dimensional range	30.56	0
general vector	30.56	1
general formula	30.56	1
appropriate basis	30.56	0
appropriate dimension	30.56	0
vector representation	30.56	1
map operation	30.56	1
prior question	30.56	0
rank interact	30.56	0
polynomial m(x	30.56	0
left matrix	30.56	1
simple matrix	30.56	1
representation matrix	30.56	1
wrt d	30.56	0
same map	30.56	1
column reduction	30.56	1
scalar c	30.56	0
new basis	30.56	0
rst line	30.56	0
dotted line	30.56	0
men mile	30.56	0
same factor	30.56	1
matrix factor	30.56	1
stochastic matrix	30.56	1
class worker	30.56	0
initial distribution	30.56	0
point v	30.56	0
orthonormal matrix	30.56	1
number k	30.56	1
sign change	30.56	0
p2 =	30.56	0
laplace expansion	30.56	0
matrix adjoint	30.56	1
computer language	30.56	0
railroad track	30.56	0
domain plane	30.56	0
third picture	30.56	0
great circle	30.56	0
line incident	30.56	0
distinct line	30.56	0
ideal line	30.56	0
= t	30.56	0
nonsingular p	30.56	0
only matrix	30.56	1
dierentiation operator	30.56	0
only eigenvalue	30.56	1
polynomial c(x	30.56	0
cn1 t	30.56	0
block matrix	30.56	1
park population	30.56	0
linear recurrence	30.56	1
middle needle	30.56	0
rest position	30.56	0
mutual inclusion	30.56	0
bean diagram	30.56	0
eeh =	21.76	0
= ghx	21.76	0
odd order	21.76	0
+ 11k	21.76	0
+ p	21.76	0
input format	21.76	0
principal author	21.76	0
different s	21.76	0
dot dot	21.76	0
time vector	21.76	1
low case	21.76	0
r3 change	21.76	0
theoretical aspect	20.95	0
science student	20.95	1
central role	20.95	0
algebra course	20.95	0
level course	20.95	0
computer project	20.95	0
advanced mathematic	20.95	0
comprehensive introduction	20.95	0
mathematical maturity	20.95	0
mathematical proof	20.95	1
abstract mathematic	20.95	0
new principle	20.95	0
other information	20.95	0
other student	20.95	0
standard way	20.95	0
different meaning	20.95	0
main objective	20.95	0
first appearance	20.95	0
old set	20.95	0
new function	20.95	1
most case	20.95	0
identity mapping	20.95	1
natural logarithm	20.95	0
inverse g	20.95	0
reflexive property	20.95	0
symmetric property	20.95	1
transitive property	20.95	0
relation r	20.95	0
q r	20.95	0
general technique	20.95	0
z z	20.95	0
f1(b1 b2	20.95	0
corresponding equivalence	20.95	0
good reference	20.95	0
standard graduate	20.95	0
fundamental property	20.95	0
first n	20.95	0
n case	20.95	0
computer scientist	20.95	0
unique integer	20.95	1
positive number	20.95	1
key cryptography	20.95	1
original purpose	20.95	0
bs =	20.95	0
division algorithm	20.95	0
other integer	20.95	1
prime factor	20.95	1
ackermann function	20.95	1
single operation	20.95	0
nonzero number	20.95	1
usual law	20.95	0
vertical axis	20.95	0
particular permutation	20.95	0
same symmetry	20.95	0
element e	20.95	0
e g	20.95	0
such nonzero	20.95	1
= ad	20.95	0
equation ax	20.95	1
cancellation law	20.95	0
axiomatic definition	20.95	0
theoretic method	20.95	0
algebraic equation	20.95	1
element p	20.95	0
determinant one	20.95	1
single subgroup	20.95	0
gh1 h	20.95	0
h g	20.95	0
first half	20.95	0
element a	20.95	0
group gl2(r	20.95	0
even order	20.95	0
z3 z3	20.95	0
+ d	20.95	0
product notation	20.95	0
digit identification	20.95	0
digit error	20.95	0
check digit	20.95	0
valid isbn	20.95	0
particular element	20.95	0
= 2m2n	20.95	0
+ d)i	20.95	0
complex conjugate	20.95	1
x axis	20.95	0
k n.	20.95	0
interesting subgroup	20.95	0
previous step	20.95	0
decode message	20.95	0
6th root	20.95	0
many generator	20.95	0
large value	20.95	1
geometric symmetry	20.95	0
last occurrence	20.95	0
latter case	20.95	0
complex analysis	20.95	1
regular n	20.95	0
possible rotation	20.95	0
finite product	20.95	0
opposite edge	20.95	0
other permutation	20.95	0
3)h =	20.95	0
= hg1	20.95	0
h2 h.	20.95	0
prime order	20.95	0
= |g|	20.95	0
new problem	20.95	0
infinite index	20.95	1
double coset	20.95	0
different family	20.95	0
single key	20.95	0
separate key	20.95	0
encrypted message	20.95	0
english language	20.95	0
such cryptosystem	20.95	0
aine cryptosystem	20.95	0
ciphertext letter	20.95	0
public key	20.95	0
diicult task	20.95	0
q =	20.95	0
message verification	20.95	0
mathematical foundation	20.95	1
such people	20.95	0
notable mathematician	20.95	0
basic research	20.95	0
private key	20.95	0
pseudoprime base	20.95	0
communication system	20.95	0
more bit	20.95	0
decoded message	20.95	0
n bit	20.95	0
encoding scheme	20.95	0
single transmission	20.95	0
ascii code	20.95	0
single bit	20.95	0
possible word	20.95	0
original codeword	20.95	0
complete solution	20.95	0
particular application	20.95	0
independent event	20.95	0
eicient error	20.95	0
fast method	20.95	0
same codeword	20.95	0
bit codeword	20.95	0
good code	20.95	0
space probe	20.95	0
additional structure	20.95	0
nonzero codeword	20.95	1
row matrix	20.95	1
message block	20.95	0
= y1	20.95	0
= nm+1	20.95	0
ij =	20.95	0
corresponding matrix	20.95	1
distinct column	20.95	1
close codeword	20.95	0
least weight	20.95	0
many error	20.95	0
decimal value	20.95	1
last bit	20.95	0
size matrix	20.95	1
possible isomorphism	20.95	0
main goal	20.95	0
same manner	20.95	0
isomorphic group	20.95	0
group isomorphism	20.95	0
inner automorphisms	20.95	0
odd prime	20.95	0
= zis	20.95	0
n n.	20.95	0
integer addition	20.95	1
previous case	20.95	0
infinite family	20.95	0
form aba1b1	20.95	0
possible homomorphism	20.95	0
injective homomorphism	20.95	0
surjective homomorphism	20.95	0
other fact	20.95	0
matrix a.	20.95	1
finite symmetry	20.95	0
small angle	20.95	1
several basis	20.95	0
y1 =	20.95	0
p4 g	20.95	0
reflection axis	20.95	0
ultimate goal	20.95	0
prime divisor	20.95	0
fundamental role	20.95	0
abelian factor	20.95	1
new term	20.95	1
order m.	20.95	0
torsion group	20.95	0
many problem	20.95	0
first axiom	20.95	0
x x	20.95	0
= g1x	20.95	0
g1gx =	20.95	0
nontrivial orbit	20.95	0
n1 +	20.95	0
| |g|	20.95	0
different coloring	20.95	1
vertex black	20.95	0
equivalent coloring	20.95	1
|y |n	20.95	0
such choice	20.95	0
electronic circuit	20.95	0
different switching	20.95	0
possible input	20.95	0
following permutation	20.95	0
first book	20.95	0
plane counterclockwise	20.95	0
isotropy subgroup	20.95	0
regular hexagon	20.95	0
carbon atom	20.95	0
hexagonal shape	20.95	0
benzene ring	20.95	1
many equivalence	20.95	0
same action	20.95	0
order p2	20.95	0
partial converse	20.95	0
order pr1	20.95	0
conjugate subgroup	20.95	0
distinct conjugate	20.95	0
useful result	20.95	0
particular order	20.95	0
possible group	20.95	0
distinct group	20.95	0
distributive property	20.95	0
commutative division	20.95	0
familiar number	20.95	1
bi =	20.95	0
ad =	20.95	0
next proposition	20.95	0
ring theory	20.95	1
special class	20.95	0
only ideal	20.95	0
such ideal	20.95	0
sided ideal	20.95	0
group r	20.95	0
unique modulo	20.95	1
parallel processing	20.95	0
processing computer	20.95	0
above calculation	20.95	0
wide range	20.95	0
= z	20.95	0
parallel computation	20.95	0
multiply polynomial	20.95	0
nonnegative number	20.95	1
i=0 aixi	20.95	0
n indeterminate	20.95	1
i=0 bixi	20.95	0
important consequence	20.95	0
other polynomial	20.95	0
symmetric argument	20.95	1
quadratic factor	20.95	1
b0 cm	20.95	0
easy method	20.95	0
geometric construction	20.95	0
conic section	20.95	0
italian mathematician	20.95	0
mathematical problem	20.95	0
cyclotomic polynomial	20.95	0
cx +	20.95	0
first example	20.95	0
domain d	20.95	0
integer p	20.95	1
formal way	20.95	0
b d	20.95	0
next lemma	20.95	0
commutative property	20.95	0
expression p(x)/q(x	20.95	1
divide b	20.95	0
unit u	20.95	0
only unit	20.95	0
distinct factorization	20.95	1
p= a.	20.95	0
r d	20.95	0
= qw	20.95	0
fractional part	20.95	0
prominent mathematician	20.95	0
p +	20.95	0
prime field	20.95	0
order relation	20.95	0
u1 =	20.95	0
commutative law	20.95	0
idempotent law	20.95	0
first statement	20.95	0
d c	20.95	0
b u.	20.95	0
element o	20.95	0
distributive lattice	20.95	0
fundamental type	20.95	0
series circuit	20.95	1
symbolic logic	20.95	1
pure mathematic	20.95	0
set inclusion	20.95	0
lattice homomorphism	20.95	0
closed interval	20.95	0
power term	20.95	1
vector w	20.95	1
more sense	20.95	0
span v	20.95	0
dimension n.	20.95	0
field f	20.95	0
arbitrary subspace	20.95	0
element v	20.95	0
following table	20.95	0
irreducible factor	20.95	1
algebraic element	20.95	1
nontrivial fact	20.95	0
last theorem	20.95	1
b0 c0	20.95	0
cnvn =	20.95	0
j =	20.95	0
doctoral thesis	20.95	0
classic problem	20.95	0
compass construction	20.95	0
more depth	20.95	0
original cube	20.95	0
pn element	20.95	0
pm element	20.95	0
function d	20.95	1
following manner	20.95	0
immediate goal	20.95	0
polynomial code	20.95	0
few nonzero	20.95	1
such polynomial	20.95	0
minimal generator	20.95	0
locator polynomial	20.95	0
simple root	20.95	0
nonzero term	20.95	1
original solution	20.95	0
nonzero solution	20.95	1
direct computation	20.95	0
main theorem	20.95	1
length p	20.95	0
proper extension	20.95	0
b2 4c	20.95	0
complicated example	20.95	0
degree p	20.95	1
derivative work	20.95	1
matter section	20.95	0
overall subject	20.95	0
above definition	20.95	0
text formatter	20.95	0
image format	20.95	0
same condition	20.95	0
front cover	20.95	0
other material	20.95	0
original publisher	20.95	0
other section	20.95	0
section title	20.95	0
cover text	20.95	0
original document	20.95	0
single copy	20.95	0
other respect	20.95	0
reasonable mean	20.95	0
version number	20.95	1
wide web	20.95	0
copyrightable work	20.95	0
other combination	20.95	0
selected exercise	20.95	0
open introduction	20.95	0
group work	20.95	0
entire section	20.95	0
main area	20.95	0
new exercise	20.95	0
new content	20.95	0
distinct object	20.95	0
whole statement	20.95	0
many domino	20.95	0
basic tool	20.95	0
allowable output	20.95	0
squaring function	20.95	1
key thing	20.95	0
obvious connection	20.95	0
explicit rule	20.95	1
such case	20.95	0
infinite sequence	20.95	0
key difference	20.95	0
many wheel	20.95	0
entire sequence	20.95	0
4th term	20.95	1
-th term	20.95	1
distinct number	20.95	1
such collection	20.95	0
structure graph	20.95	1
world application	20.95	0
many mathematician	20.95	0
fascinating subject	20.95	0
good argument	20.95	0
form statement	20.95	0
numerical answer	20.95	0
mathematical truth	20.95	0
declarative sentence	20.95	0
complicated statement	20.95	0
simple one	20.95	0
reasonable response	20.95	0
logical point	20.95	1
outrageous claim	20.95	0
superhero movie	20.95	0
small statement	20.95	0
telephone number	20.95	1
crucial observation	20.95	0
sentential variable	20.95	0
boolean variable	20.95	0
3rd row	20.95	1
clear way	20.95	0
new sort	20.95	0
such statement	20.95	0
binary predicate	20.95	0
third number	20.95	1
plane figure	20.95	0
universal statement	20.95	0
many combination	20.95	0
extra credit	20.95	0
sloppy notation	20.95	0
graph satisfie	20.95	1
new statement	20.95	0
atomic part	20.95	0
equivalent replacement	20.95	0
negation symbol	20.95	0
argument form	20.95	0
cucumber sandwich	20.95	0
propositional statement	20.95	0
incorrect proof	20.95	1
digit repeat	20.95	0
proper way	20.95	0
mathematical content	20.95	0
right square	20.95	0
different column	20.95	1
second possibility	20.95	0
single assumption	20.95	1
false conclusion	20.95	0
consecutive integer	20.95	1
general fact	20.95	0
different problem	20.95	0
basic definition	20.95	0
subset relationship	20.95	0
general setting	20.95	0
chasing proof	20.95	1
strong statement	20.95	0
world problem	20.95	0
large set	20.95	0
basic level	20.95	0
open problem	20.95	0
powerful tool	20.95	0
line drawing	20.95	0
important part	20.95	0
land masse	20.95	0
various way	20.95	0
adjacency list	20.95	0
cross ?	20.95	0
standard definition	20.95	0
second graph	20.95	1
particular graph	20.95	1
careful definition	20.95	0
edge loop	20.95	0
degree sum	20.95	1
sum formula	20.95	1
other result	20.95	0
different tree	20.95	0
graph =	20.95	1
particular kind	20.95	0
common ancestor	20.95	0
empty graph	20.95	1
only tree	20.95	0
possible length	20.95	0
other order	20.95	0
book vertex	20.95	0
root vertex	20.95	0
small edge	20.95	0
outside face	20.95	0
new edge	20.95	0
simple graph	20.95	1
small cycle	20.95	0
identical square	20.95	0
regular polygon	20.95	0
other context	20.95	0
edge border	20.95	0
truncated icosahedron	20.95	0
quick way	20.95	0
similar problem	20.95	0
different one	20.95	0
outside vertex	20.95	0
neighboring region	20.95	1
math department	20.95	0
time slot	20.95	0
certain pair	20.95	0
large degree	20.95	1
reasonable guess	20.95	0
chordal graph	20.95	1
monochromatic triangle	20.95	1
blue triangle	20.95	1
maximal degree	20.95	1
new relation	20.95	0
opposite direction	20.95	0
common course	20.95	0
identity function	20.95	1
reflexive relation	20.95	0
symmetric relation	20.95	1
transitive relation	20.95	0
same subset	20.95	0
directed graph	20.95	1
different example	20.95	0
marriage problem	20.95	0
different proof	20.95	1
other edge	20.95	0
own age	20.95	0
other sort	20.95	0
many couple	20.95	0
graph planar	20.95	1
r string	20.95	1
probability theory	20.95	0
5th row	20.95	1
integer lattice	20.95	1
cartesian plane	20.95	0
graph paper	20.95	1
same relationship	20.95	0
upcoming section	20.95	0
different soda	20.95	0
such path	20.95	0
- direction	20.95	0
many 1	20.95	0
numbered list	20.95	1
purple bow	20.95	0
green bow	20.95	0
new list	20.95	0
disjoint outcome	20.95	0
individual set	20.95	0
many license	20.95	0
same event	20.95	0
single outcome	20.95	0
counting function	20.95	1
college interview	20.95	0
clown college	20.95	0
horror movie	20.95	0
various combination	20.95	0
only region	20.95	0
more way	20.95	0
word bed	20.95	0
different route	20.95	0
different stripe	20.95	0
wand design	20.95	0
green chip	20.95	0
top chip	20.95	0
different stack	20.95	0
different pocketful	20.95	0
many permutation	20.95	0
shooting guard	20.95	0
select object	20.95	0
well way	20.95	0
same outcome	20.95	0
correct order	20.95	0
second question	20.95	0
quotient principle	20.95	0
pizza parlor	20.95	0
double topping	20.95	0
sized column	20.95	1
first number	20.95	1
second foursome	20.95	0
many triangle	20.95	1
degenerate triangle	20.95	1
same notation	20.95	0
kid a	20.95	0
fourth kid	20.95	0
second cookie	20.95	0
jelly bean	20.95	0
related question	20.95	0
mint chocolate	20.95	0
chocolate chip	20.95	0
different flavor	20.95	0
numeric digit	20.95	0
decreasing order	20.95	0
gym class	20.95	0
identical dodgeball	20.95	0
single roll	20.95	0
multiple shot	20.95	0
correct diagram	20.95	0
second group	20.95	0
different expression	20.95	1
same quantity	20.95	0
such subset	20.95	0
total choice	20.95	0
explanatory proof	20.95	1
second answer	20.95	0
different topping	20.95	0
above part	20.95	0
single die	20.95	0
other reason	20.95	0
different event	20.95	0
possible roll	20.95	0
other card	20.95	0
kind sequence	20.95	0
toss sequence	20.95	0
disjoint event	20.95	0
more head	20.95	0
full house	20.95	0
old friend	20.95	0
red ball	20.95	0
original question	20.95	0
possible choice	20.95	0
advanced use	20.95	0
- derangement	20.95	0
! permutation	20.95	0
function counting	20.95	1
different function	20.95	1
possible subset	20.95	0
dollar menu	20.95	0
favorite tax	20.95	0
hat check	20.95	0
nice formula	20.95	1
many animal	20.95	0
animal parade	20.95	0
previous problem	20.95	0
inductive definition	20.95	0
many grain	20.95	0
up challenge	20.95	0
new sequence	20.95	0
other sequence	20.95	0
same point	20.95	0
next figure	20.95	0
other source	20.95	0
summer job	20.95	1
10th week	20.95	0
long side	20.95	0
th triangular	20.95	0
unit square	20.95	0
many square	20.95	0
quadratic function	20.95	1
arithmetic difference	20.95	0
datum point	20.95	0
above formula	20.95	1
finite difference	20.95	0
solve method	20.95	0
= np.array	20.95	0
first customer	20.95	0
many candy	20.95	0
correct formula	20.95	1
triangular grid	20.95	0
many cannonball	20.95	0
cannonball stacking	20.95	0
main idea	20.95	0
recursive reasoning	20.95	0
first domino	20.95	0
racetrack principle	20.95	0
large function	20.95	1
side simplifie	20.95	0
espresso bean	20.95	0
additional fact	20.95	0
football team	20.95	0
point field	20.95	0
field goal	20.95	0
size bar	20.95	0
rung ladder	20.95	0
bar problem	20.95	0
regular induction	20.95	0
original square	20.95	0
many case	20.95	0
particular sequence	20.95	0
true love	20.95	0
chocolate bunny	20.95	0
few element	20.95	0
set difference	20.95	0
curly brace	20.95	0
possible size	20.95	0
set notation	20.95	0
singleton subset	20.95	0
integer multiple	20.95	1
finite domain	20.95	0
single input	20.95	0
fancy math	20.95	0
math term	20.95	1
geometric description	20.95	0
infinite power	20.95	0
generating series	20.95	1
subtract technique	20.95	0
third line	20.95	0
other term	20.95	1
partial fraction	20.95	0
divisibility relation	20.95	0
class modulo	20.95	1
residue class	20.95	0
important way	20.95	0
mathematical theory	20.95	0
above fact	20.95	0
= +	20.95	0
early observation	20.95	0
true congruence	20.95	0
similar way	20.95	0
large factor	20.95	1
original diophantine	20.95	0
linear congruence	20.95	1
end point	20.95	0
left corner	20.95	0
new handshake	20.95	0
formal induction	20.95	0
coin type	20.95	0
vertex degree	20.95	1
few edge	20.95	0
different letter	20.95	0
other letter	20.95	0
second task	20.95	0
large size	20.95	0
same output	20.95	0
intuitive definition	20.95	0
vs. combination	20.95	0
self reference	20.95	0
positive real	20.95	1
greek letter	20.95	0
developmental approach	20.95	0
mathematical investigation	20.95	0
elementary set	20.95	0
linear reduction	20.95	1
second chapter	20.95	0
lab manual	20.95	0
top equation	20.95	1
fourth chapter	20.95	0
swap operation	20.95	0
am,2s2 +	20.95	0
gaussian operation	20.95	0
second system	20.95	0
dierent solution	20.95	0
+ 3z	20.95	0
other equation	20.95	1
third equation	20.95	1
new system	20.95	0
unknown linear	20.95	1
good heaven	20.95	0
z w.	20.95	0
rst coordinate	20.95	0
upper case	20.95	0
case roman	20.95	0
example 2.3s	20.95	0
entry addition	20.95	0
vector form	20.95	1
z |	20.95	0
same variable	20.95	0
solid grounding	20.95	0
r |	20.95	0
equation system	20.95	1
unknown system	20.95	0
unrestricted combination	20.95	0
empty solution	20.95	0
t row	20.95	1
row m.	20.95	1
left hand	20.95	0
solution part	20.95	0
above set	20.95	0
equation index	20.95	1
2z =	20.95	0
solution case	20.95	0
form p	20.95	0
other dimension	20.95	0
unique intersection	20.95	0
dimensional geometry	20.95	0
same word	20.95	0
d1 c1	20.95	0
natural position	20.95	0
standard position	20.95	0
ship deck	20.95	0
parallelogram rule	20.95	0
far corner	20.95	0
calculus book	20.95	0
vector description	20.95	1
entire body	20.95	0
| t1	20.95	0
degenerate plane	20.95	0
geometric term	20.95	1
dimensional plane	20.95	0
|u |2	20.95	0
real vector	20.95	1
u +	20.95	0
| |v	20.95	0
equality condition	20.95	0
rst result	20.95	0
third stage	20.95	0
stage move	20.95	0
= j	20.95	0
same class	20.95	0
equivalence relationship	20.95	0
following result	20.95	0
many matrix	20.95	1
same column	20.95	1
singular matrix	20.95	1
= =	20.95	0
second subsection	20.95	0
complicated network	20.95	0
mathematical model	20.95	0
many part	20.95	0
dollar value	20.95	1
year steel	20.95	0
steel total	20.95	0
year auto	20.95	0
auto total	20.95	0
year production	20.95	0
demand estimate	20.95	0
year total	20.95	0
sensitivity analysis	20.95	1
same rate	20.95	0
row position	20.95	1
computer reliance	20.95	0
singular system	20.95	0
separate case	20.95	0
signicant place	20.95	0
single precision	20.95	0
= row	20.95	1
computer code	20.95	0
decimal place	20.95	0
2y =	20.95	0
brake light	20.95	0
split point	20.95	0
single resistor	20.95	0
hourly ow	20.95	0
other road	20.95	0
nal section	20.95	0
scalar multi-	20.95	0
simple condition	20.95	0
ve condition	20.95	0
ry +	20.95	0
plane r2	20.95	0
same operation	20.95	0
element vector	20.95	1
polynomial operation	20.95	0
space element	20.95	0
same sum	20.95	1
entry operation	20.95	0
nm matrix	20.95	1
space dier	20.95	0
nite degree	20.95	1
such combination	20.95	0
component row	20.95	1
natural addition	20.95	0
| df	20.95	0
set r+	20.95	0
= r2	20.95	0
complex coecient	20.95	1
v1 +	20.95	0
v4 =	20.95	0
large space	20.95	0
vector s1	20.95	1
sum s1	20.95	1
square bracket	20.95	0
degenerate line	20.95	0
right setting	20.95	0
such location	20.95	0
space p4	20.95	0
odd function	20.95	1
many subspace	20.95	0
prior sum	20.95	1
usual set	20.95	0
set operation	20.95	0
cn+1sn+1 +	20.95	0
v s	20.95	0
s0 =	20.95	0
cnsn =	20.95	0
+ cnsn	20.95	0
constant function	20.95	1
space r3	20.95	0
same property	20.95	0
angle bracket	20.95	1
above work	20.95	0
common notation	20.95	0
such space	20.95	0
relationship v	20.95	0
coecient dici	20.95	0
member d11	20.95	0
c11 +	20.95	0
minimal size	20.95	0
line subspace	20.95	0
only subspace	20.95	0
nite number	20.95	1
basis bw	20.95	0
row j	20.95	1
rst point	20.95	0
only vector	20.95	1
transpose operation	20.95	0
system matrix	20.95	1
above denition	20.95	0
unique decomposition	20.95	0
basis b2	20.95	0
unique show	20.95	0
w1 =	20.95	0
| p(x	20.95	0
odd polynomial	20.95	0
dierent way	20.95	0
factor polynomial	20.95	1
convenient basis	20.95	0
second basis	20.95	0
middle picture	20.95	0
vote vector	20.95	1
acyclic part	20.95	0
rational preference	20.95	1
positive spin	20.95	0
same spin	20.95	0
voter election	20.95	0
physical quantity	20.95	0
body equation	20.95	1
dimensional constant	20.95	0
physical dimension	20.95	0
second fact	20.95	0
complete relationship	20.95	0
pendulum period	20.95	0
period p	20.95	0
such product	20.95	0
nal example	20.95	0
characteristic frequency	20.95	0
complete equation	20.95	1
right denition	20.95	0
natural correspondence	20.95	0
isomorphism map	20.95	1
+ c1x2	20.95	0
+ cx2	20.95	0
structure preservation	20.95	0
turning map	20.95	1
summand case	20.95	1
