bigram	score	is-math-concept
dream land	8.74	0
scared civilian	8.74	0
valiant civilian	8.74	0
bloody day	8.74	0
slum dweller	8.74	0
looting spree	8.74	0
public property	8.74	0
several convoy	8.74	0
shi'ite cleric	8.74	0
shia cleric	8.74	0
fallujan insurgents	8.74	0
top reporter	8.74	0
american sniper	8.74	0
pregnant woman	8.74	0
cluster bomb	8.74	0
unforgivable error	8.74	0
fallujan militant	8.74	0
enormous casualty	8.74	0
dead insurgent	8.74	0
islamic website	8.74	0
criminal action	8.74	0
whole world	8.74	0
motorcycle tour	8.74	0
nuclear disaster	8.74	0
own story	8.74	0
scientific evidence	8.74	0
significant radiation	8.74	0
related health	8.74	0
widespread myth	8.74	0
recent time	8.74	0
nuclear reactor	8.74	0
reactor accident	8.74	0
many thousand	8.74	0
extra cancer	8.74	0
cancer death	8.74	0
public health	8.74	0
last decade	8.74	0
significant increase	8.74	0
adult carcinoma	8.74	0
russian source	8.74	0
significant health	8.74	0
dramatic increase	8.74	0
thyroid cancer	8.74	0
reproductive health	8.74	0
neonatal health	8.74	0
post-accident period	8.74	0
negative tendency	8.74	0
morbidity rate	8.74	0
healthy child	8.74	0
radiation poisoning	8.74	0
own conclusion	8.74	0
many viewpoint	8.74	0
glandular problem	8.74	0
radiation therapy	8.74	0
old shoe	8.74	0
radiation xray	8.74	0
uncontaminated food	8.74	0
medical care	8.74	0
audio speech	8.74	0
top leadership	8.74	0
middle manager	8.74	0
close contact	8.74	0
officer corps	8.74	0
substantial number	8.74	0
military intelligence	8.74	0
major figure	8.74	0
right party	8.74	0
parliament seat	8.74	0
religious party	8.74	0
party coalition	8.74	0
joint government	8.74	0
military coup	8.74	0
political ally	8.74	0
major base	8.74	0
terrorist operation	8.74	0
crackpot scheme	8.74	0
arab mujahidin	8.74	0
pakistani government	8.74	0
more terrorism	8.74	0
bad element	8.74	0
fist policy	8.74	0
sophisticated bombing	8.74	0
general peace	8.74	0
effective pressure	8.74	0
hard line	8.74	0
recruiting tool	8.74	0
unnecessary provocation	8.74	0
genuine peace	8.74	0
own tactic	8.74	0
hostile territory	8.74	0
iraqi sympathizer	8.74	0
iraqi sovereignty	8.74	0
iraqi life	8.74	0
market fetishism	8.74	0
iraqi household	8.74	0
international force	8.74	0
rallying cry	8.74	0
sunni radical	8.74	0
former ball	8.74	0
cheap shot	8.74	0
own petard	8.74	0
international leader	8.74	0
sharp criticism	8.74	0
presidential nomination	8.74	0
international affair	8.74	0
affair pop	8.74	0
political reporter	8.74	0
partial response	8.74	0
pakistani general	8.74	0
recent coup	8.74	0
old democracy	8.74	0
military takeover	8.74	0
public opposition	8.74	0
fated instinct	8.74	0
authoritarian rule	8.74	0
nuclear giant	8.74	0
religious politics	8.74	0
dire security	8.74	0
nuclear brinkmanship	8.74	0
extreme duress	8.74	0
foreign affair	8.74	0
vital conflict	8.74	0
campaign literature	8.74	0
active leader	8.74	0
vital role	8.74	0
anti-american terrorism	8.74	0
iraqi instability	8.74	0
strong proponent	8.74	0
neoconservative supporter	8.74	0
national liberation	8.74	0
liberation movement	8.74	0
line policy	8.74	0
palestinian intifada	8.74	0
suicide bombing	8.74	0
international investment	8.74	0
lebanese territory	8.74	0
shiite party	8.74	0
armed fighter	8.74	0
israeli force	8.74	0
syrian territory	8.74	0
thorough assessment	8.74	0
security environment	8.74	0
likely effect	8.74	0
much evidence	8.74	0
palestinian suicide	8.74	0
suicide bomber	8.74	0
israeli occupation	8.74	0
economic consideration	8.74	0
scene overture	8.74	0
palestinian radical	8.74	0
late 1990s	8.74	0
weapon stockpile	8.74	0
ramshackle army	8.74	0
current instability	8.74	0
armed militia	8.74	0
substantial training	8.74	0
pro-palestinian feeling	8.74	0
ideological group	8.74	0
theocratic notion	8.74	0
israeli assassination	8.74	0
moral authority	8.74	0
shiite movement	8.74	0
iraqi petroleum	8.74	0
petroleum sale	8.74	0
shiite radical	8.74	0
arab fundamentalist	8.74	0
iraqi city	8.74	0
truck route	8.74	0
nationalist group	8.74	0
populist current	8.74	0
nationalist militia	8.74	0
security worry	8.74	0
private wealth	8.74	0
security interest	8.74	0
near annexation	8.74	0
indefinite postponement	8.74	0
palestinian state	8.74	0
unprecedented rage	8.74	0
pro-zionist right	8.74	0
twin occupation	8.74	0
defense cooperation	8.74	0
cooperation agreement	8.74	0
military involvement	8.74	0
violent strife	8.74	0
formal defense	8.74	0
year peace	8.74	0
military preparedness	8.74	0
indian support	8.74	0
lankan government	8.74	0
new bid	8.74	0
rebel stronghold	8.74	0
tamil rebel	8.74	0
rebel negotiator	8.74	0
norwegian envoy	8.74	0
door talk	8.74	0
international airport	8.74	0
salvage effort	8.74	0
diplomatic source	8.74	0
intractable position	8.74	0
army general	8.74	0
civil administration	8.74	0
military intervention	8.74	0
new defense	8.74	0
military commitment	8.74	0
only power	8.74	0
honest broker	8.74	0
peace accord	8.74	0
indian pressure	8.74	0
provincial council	8.74	0
indian peace	8.74	0
peace keeping	8.74	0
keeping force	8.74	0
indian soldier	8.74	0
strong critic	8.74	0
indian mediation	8.74	0
international initiative	8.74	0
negotiating table	8.74	0
aid package	8.74	0
package offer	8.74	0
tangible progress	8.74	0
frustrated man	8.74	0
visible lack	8.74	0
chief ideologue	8.74	0
ethnic conflict	8.74	0
donor conference	8.74	0
external force	8.74	0
recent visit	8.74	0
military brass	8.74	0
army chief	8.74	0
difficult circumstance	8.74	0
dirty work	8.74	0
neighborly help	8.74	0
hindu family	8.74	0
conciliatory statement	8.74	0
hawkish line	8.74	0
foreign policy	8.74	0
policy establishment	8.74	0
defensive capability	8.74	0
feasible solution	8.74	0
popular support	8.74	0
quixotic effort	8.74	0
indian part	8.74	0
third state	8.74	0
substantial autonomy	8.74	0
other location	8.74	0
service haven	8.74	0
overwhelming majority	8.74	0
jihadi segment	8.74	0
catastrophic defeat	8.74	0
indian troops	8.74	0
innocent jihadi	8.74	0
frequent boast	8.74	0
conciliatory gesture	8.74	0
numerous conference	8.74	0
indian control	8.74	0
own version	8.74	0
indian nationalism	8.74	0
free trip	8.74	0
many wrinkle	8.74	0
ed piece	8.74	0
business community	8.74	0
empty bout	8.74	0
saber rattling	8.74	0
only beneficiary	8.74	0
mythical perception	8.74	0
alternative investment	8.74	0
investment destination	8.74	0
trusty supplier	8.74	0
real flashpoint	8.74	0
lucrative business	8.74	0
conflict resolution	8.74	0
frequent statement	8.74	0
little appetite	8.74	0
fresh lot	8.74	0
whole month	8.74	0
supersonic fighter	8.74	0
fighter jet	8.74	0
journalistic ethic	8.74	0
news coverage	8.74	0
brief portion	8.74	0
future president	8.74	0
extended period	8.74	0
basic training	8.74	0
flight training	8.74	0
interceptor training	8.74	0
other training	8.74	0
training period	8.74	0
time work	8.74	0
service requirement	8.74	0
yearly obligation	8.74	0
year hitch	8.74	0
many news	8.74	0
anti-bush filmmaker	8.74	0
superior officer	8.74	0
enormous glut	8.74	0
desk job	8.74	0
year commitment	8.74	0
high mark	8.74	0
notch fighter	8.74	0
natural leader	8.74	0
young officer	8.74	0
intercept mission	8.74	0
exceptional fighter	8.74	0
other outlet	8.74	0
entire record	8.74	0
military service	8.74	0
own reason	8.74	0
military record	8.74	0
election day	8.74	0
general atmosphere	8.74	0
interim government	8.74	0
security measure	8.74	0
balloting centre	8.74	0
many voting	8.74	0
voting centre	8.74	0
other minister	8.74	0
governmental position	8.74	0
bad memory	8.74	0
official state	8.74	0
state position	8.74	0
defense minister	8.74	0
public attack	8.74	0
double agent	8.74	0
iranian stooge	8.74	0
own origin	8.74	0
